timestamp,value,label
2019-12-27T12:55:00+0800,153985016,0
2019-12-27T12:56:00+0800,160850570,0
2019-12-27T12:57:00+0800,167313593,0
2019-12-27T12:58:00+0800,139559111,0
2019-12-27T12:59:00+0800,92139439,0
2019-12-27T13:00:00+0800,81791715,0
2019-12-27T13:02:00+0800,78937378,0
2019-12-27T13:03:00+0800,78449229,0
2019-12-27T13:04:00+0800,91974974,0
2019-12-27T13:05:00+0800,82664157,0
2019-12-27T13:06:00+0800,79875814,0
2019-12-27T13:07:00+0800,78690273,0
2019-12-27T13:08:00+0800,80956203,0
2019-12-27T13:09:00+0800,76953133,0
2019-12-27T13:10:00+0800,79904477,0
2019-12-27T13:11:00+0800,76362625,0
2019-12-27T13:12:00+0800,86558603,0
2019-12-27T13:13:00+0800,81642359,0
2019-12-27T13:14:00+0800,85848567,0
2019-12-27T13:15:00+0800,78278367,0
2019-12-27T13:17:00+0800,95062508,0
2019-12-27T13:18:00+0800,92821280,0
2019-12-27T13:19:00+0800,80143493,0
2019-12-27T13:20:00+0800,78390446,0
2019-12-27T13:21:00+0800,79440103,0
2019-12-27T13:22:00+0800,76244401,0
2019-12-27T13:23:00+0800,89961824,0
2019-12-27T13:25:00+0800,88342323,0
2019-12-27T13:26:00+0800,82270123,0
2019-12-27T13:27:00+0800,80215369,0
2019-12-27T13:28:00+0800,82232872,0
2019-12-27T13:29:00+0800,85610617,0
2019-12-27T13:30:00+0800,77902602,0
2019-12-27T13:31:00+0800,77580770,0
2019-12-27T13:32:00+0800,91805877,0
2019-12-27T13:33:00+0800,100741292,0
2019-12-27T13:35:00+0800,92716436,0
2019-12-27T13:36:00+0800,91560151,0
2019-12-27T13:37:00+0800,95511016,0
2019-12-27T13:38:00+0800,95457957,0
2019-12-27T13:39:00+0800,98261961,0
2019-12-27T13:40:00+0800,85853932,0
2019-12-27T13:41:00+0800,82244528,0
2019-12-27T13:42:00+0800,89268354,0
2019-12-27T13:43:00+0800,95244949,0
2019-12-27T13:45:00+0800,77982207,0
2019-12-27T13:46:00+0800,82606739,0
2019-12-27T13:50:00+0800,77805710,0
2019-12-27T13:51:00+0800,65206304,0
2019-12-27T13:52:00+0800,75795517,0
2019-12-27T13:54:00+0800,102856069,0
2019-12-27T13:55:00+0800,89440100,0
2019-12-27T13:56:00+0800,93305440,0
2019-12-27T13:57:00+0800,85516307,0
2019-12-27T13:58:00+0800,80659166,0
2019-12-27T13:59:00+0800,70690379,0
2019-12-27T14:00:00+0800,91222033,0
2019-12-27T14:01:00+0800,74787603,0
2019-12-27T14:02:00+0800,68884510,0
2019-12-27T14:03:00+0800,80173636,0
2019-12-27T14:04:00+0800,51342235,0
